
Serial	Event	&quot;Code Level 0&quot;	&quot;Level 0&quot;	&quot;Code Level 1&quot;	&quot;Level 1&quot;	&quot;Code Level 2&quot;	&quot;Level 2&quot;	&quot;Location&quot;	Date (YMD)	Comments	Cause	Description of Cause	Source	Magnitude	GLIDEnumber	Other sectors	DataCards	Deaths	Injured	Missing	Houses Destroyed	Houses Damaged	Directly affected	Indirectly Affected	Relocated	Evacuated	Losses $USD	Losses $Local	Education centers	Hospitals	Damages in crops Ha.	Lost Cattle	Damages in roads Mts	Duration (d)	With Deaths	With Injured	With Missing	With Houses Destroyed	With Houses Affected	With Victims	With Affected	With Relocated	With Evacuated	Education	Health sector	Agriculture	Water supply	Sewerage	Industries	Communications	Transportation	Power and Energy	Relief	With other sectors	fichas.latitude	fichas.longitude	Formula	Deaths female	Deaths male	Deaths children	Deaths adults	Deaths elder	Deaths disabled	Deaths poor	Missing female	Missing male	Missing children	Missing adults	Missing elder	Missing disabled	Missing poor	Injured female	Injured male	Injured children	Injured adults	Injured elder	Injured disabled	Injured poor	Living damaged dwellings	Living damaged dwellings female	Living damaged dwellings male	Living damaged dwellings children	Living damaged dwellings adults	Living damaged dwellings elder	Living damaged dwellings disabled	Living damaged dwellings poor	Living destroyed dwellings	Living destroyed dwellings female	Living destroyed dwellings male	Living destroyed dwellings children	Living destroyed dwellings adults	Living destroyed dwellings elder	Living destroyed dwellings disabled	Living destroyed dwellings poor	Livelihood affected	Livelihoods female	Livelihoods male	Livelihoods children	Livelihoods adults	Livelihoods elder	Livelihoods disabled	Livelihoods poor	Ha damaged	Ha destroyed	Loss from crops	Livestock total	Livestock damaged	Loss from livestock total	Ha forest total	Ha forest damaged	Ha forest destroyed	Loss from forest total	Ha aquaculture total	Ha aquaculture damaged	Ha aquaculture destroyed	Loss from aquaculture total	Vessels total	Vessels damaged	Vessels destroyed	Loss from vessels total	Stock facilities affected	Stock facilities damaged	Stock facilities destroyed	Stock loss affected	Agricultural assets affected	Agricultural assets damaged	Agricultural assets destroyed	Agricultural assets loss affected	Productive assets affected	Productive assets damaged	Productive assets destroyed	Productive assets loss affected	Houses total	Loss from dwellings	Loss from dwellings damaged	Loss from  dwellingsdestroyed	Health facilities damaged	Health facilities destroyed	Loss from health facilities	Education damaged	Education destroyed	Loss from education	Number infrastructures	Number damaged infrastructures	Number destroyed infrastructures	Loss from infrastructures	Loss from cultural fixed	Loss from cultural mobile damaged	Loss from cultural mobile destroyed	Cultural fixed damaged	Cultural fixed destroyed	Cultural mobile damaged	Cultural mobile destroyed	Damaged: Roads	Loss: Roads	Destroyed: Roads	Disruptions to Public Administration Service	Total: Roads	Disruptions to Solid Waste Service	Loss: Cattle	Total: Cattle	Damaged: Cattle	Destroyed: Cattle	
"D3093"	RAINS	IND005	Uttarakhand	IND005009	Almora	IND005009005	Salt	Salt	2014/9/5		Rain	Heavy Rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6602668	79.16275440000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3094"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar			Gram Dungri	2014/6/19		Rain	Heavy Rain	ATR				1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8403606	79.76942600000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3095"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Bhauruchobatta	2014/6/23		Rain	Heavy Rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8378215	79.76988039999992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3096"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Chauganw cheena, bageshwar	2014/7/16		Rain	Heavy Rain	ATR				1	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.837035	79.77250600000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	2	0	2	
"D3097"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008003	Garur	Garur, bageshwar, Kanda	2014/7/21		Rain	Heavy Rain	ATR				1	0	0	0	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8777352	79.69170710000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	2	0	2	
"D3098"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008003	Garur	Pandrahpali bageshwar, garur	2014/6/25	07 Gaushala damaged.	Rain	Heavy Rain	ATR				1	0	0	0	44	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8961582	79.6128023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	3	0	3	
"D3099"	Road Accident	IND005	Uttarakhand	IND005008	Bageshwar	IND005008003	Garur	Musyoli, Bageshwar, garur, kapkot	2014/7/28	01 Gaushala Damaged.	Rain	Heavy Rain	ATR				1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8961582	79.6128023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	2	0	2	
"D31"	Road Accident	IND005	Uttarakhand	IND005011	Nainital			Afjala Road 	1984/7/6		Other	Truck Accident	Amar Ujala/ 07 July/ 1984				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D310"	Road Accident	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Near Ata Manda	1988/9/17		Other	Accident Between Bus & jeep	Amar Ujala/ 18Sep/1988				1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D3100"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Gram Khantoli, Bageshwar	2014/7/31		Rain	Heavy Rain	ATR				1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8297947	79.92906419999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	3	0	3	
"D3101"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Khantoli, Bageshwar	2014/8/1		Rain	Heavy Rain	ATR				1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8297947	79.92906419999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3102"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Bageshwar	2014/8/4		Rain	Heavy Rain	ATR				1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8403606	79.76942600000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3103"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Nail Purda kanada	2014/8/4		Rain	Heavy Rain	ATR				1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8403606	79.76942600000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3104"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Lakhani	2014/8/5		Rain	Heavy rain	ATR				1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8817503	79.65863089999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3105"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Gwadpajeda, kanada	2014/8/6		Rain	Heavy Rain	ATR				1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8403606	79.76942600000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3106"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008003	Garur	Bhandari Gaujani, Garur	2014/8/10		Rain	Heavy Rain	ATR				1	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8970651	79.60844199999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3107"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008001	Kapkot	Selta Bhatrol, Kapkot	2014/8/11		Rain	Heavy Rain	ATR				1	0	1	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8718762	79.71997149999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	1	
"D3108"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008001	Kapkot	Vacham Rithagath, Kapkot	2014/8/13		Rain	Heavy rain	ATR				1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9379394	79.90247790000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	2	0	2	
"D3109"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008001	Kapkot	Kapkot	2014/8/14		Rain	Heavy rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9379394	79.90247790000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D311"	ACCIDENT	IND005	Uttarakhand	IND005011	Nainital	IND005011007	Haldwani	Gola Nadi	1988/9/14		Other	Drwende in rever	Amar Ujala/ 15Sep/1988				1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D3110"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Jathakot, chalkana paithan kanda	2014/8/16		Rain	Heavy Rain	ATR				1	0	1	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.894058	79.94585140000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3111"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008001	Kapkot	Papon, Gunagarh	2014/8/27		Rain	Heavy Rain	ATR				1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9379394	79.90247790000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	1	
"D3112"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Manikhet, bageshwar	2014/8/31		Rain	Heavy Rain	ATR				1	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.80564589999999	79.98780529999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	1	
"D3113"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Bageshwar	2014/9/1		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8403606	79.76942600000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3114"	RAINS	IND005	Uttarakhand	IND005008	Bageshwar	IND005008002	Bageshwar	Gram sundil dug, Nakuri	2014/9/2		Rain	Heavy Rain	ATR				1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8440947	79.77645289999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	1	
"D3115"	RAINS	IND005	Uttarakhand	IND005010	Champawat	IND005010001	Champawat	Jhalakudi, Purnagiri	2014/2/27		Rain	Heavy Rain	ATR				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1941199	80.0814292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3116"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007003	Berinag	Berinaag, pithoragarh	2014/3/3		Rain	Heavy Rain	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.7750335	80.05628639999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	1	
"D3117"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007001	Munsyari	Munsyari	2014/3/18		Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.0715174	80.23734009999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	1	
"D3118"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007001	Munsyari	Munsyari	2018/4/1		Rain	Heavy rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.0715174	80.23734009999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3119"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007001	Munsyari	Munsyari/ Dharchula	2014/4/7		Rain	Heavy rain	ATR				1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5825143	80.20731120000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D312"	ACCIDENT	IND005	Uttarakhand	IND005007	Pithoragarh			Nakot Cheela sacter	1988/9/10		Other	Tiger Attack	Amar Ujala/ 11Sep/1988				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D3120"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007002	Dharchula	Dharchula	2014/4/8		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8473422	80.5369058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3121"	LANDSLIDE	IND005	Uttarakhand	IND005005	Dehradun	IND005005005	Raipur	thana rajpur, veer gabbar singh basti 	2013/7/31	14 Gaushala Damaged.	Landslide	Lanslide	ATR				1	4	0	0	22	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3847239	78.08943899999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	27	0	27	
"D3121"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007001	Munsyari	Munsyari	2014/4/11		Rain	Heavy rain	ATR				1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.0715174	80.23734009999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
